book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
8NNJAQAAMAAJ,python,"The Locomotive, Railway Carriage & Wagon Review",N/A,N/A,N/A,OTHER: MINN:319510008790030,False,True,358,Locomotives,en,smallThumbnail: http://books.google.com/books/content?id=8NNJAQAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=8NNJAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,FREE,True,0.0,N/A,0.0,N/A,https://play.google.com/store/books/details?id=8NNJAQAAMAAJ&rdid=book-8NNJAQAAMAAJ&rdot=1&source=gbs_api,1921,N/A
4Cb3NBaQksIC,python,The Zoological Record,N/A,N/A,N/A,OTHER: UCD:31175027554990,False,False,1570,Animals,en,smallThumbnail: http://books.google.com/books/content?id=4Cb3NBaQksIC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=4Cb3NBaQksIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2001,N/A
9zgfENgpYpgC,python,Snakes,N/A,Mervin F. Roberts,N/A,ISBN_10: 0866227849; ISBN_13: 9780866227841,False,False,86,Nature,en,smallThumbnail: http://books.google.com/books/content?id=9zgfENgpYpgC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=9zgfENgpYpgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1990,TFH Publications
yqwKAQAAMAAJ,python,"Inventory of Live Reptiles and Amphibians in Captivity, Current January 1, 1985",N/A,Frank L. Slavens,N/A,OTHER: PSU:000012903818,False,False,354,Amphibians,en,smallThumbnail: http://books.google.com/books/content?id=yqwKAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=yqwKAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1985,N/A
Wws0AAAAMAAJ,python,Pretending and Meaning,Toward a Pragmatic Theory of Fictional Discourse,Richard Henry,"Since Plato, Western critics of literature have asked how it is possible for fiction writers to mean something serious. The outrage over Salman Rushdie's The Satanic Verses, published in 1988, highlighted our continued uneasiness over distinctions between fact and fiction, novel and history, truth and falsehood. The blasphemy charged against Rushdie raises important questions: Did Rushdie mean The Satanic Verses, or didn't he? When he publicly recanted, what did he mean? What do we even mean by mean? This is the starting point for Richard Henry's fascinating investigation of the pragmatic foundations of fictional discourse. Drawing from Paul Grice's interrogation of meaning and implicature, Henry offers a systematic correlation between what it is to pretend and what it is to mean, how the two concepts inform each other, and how it is possible to mean seriously and sincerely by purportedly pretended acts. Pretending and Meaning: Toward a Pragmatic Theory of Fictional Discourse draws upon Paul Grice's interrogation of meaning and implicature to offer a systematic correlation between what it is to pretend and what it is to mean, how the two concepts inform each other, and how it is possible to mean seriously and sincerely by purportedly pretended acts.",OTHER: UOM:39015037768341,False,False,152,History,en,smallThumbnail: http://books.google.com/books/content?id=Wws0AAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=Wws0AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1996,Praeger
PzxaAAAAMAAJ,python,From Fringe to Flying Circus,"Celebrating a Unique Generation of Comedy, 1960-1980",Roger Wilmut,N/A,OTHER: UOM:39015035339566,False,False,298,Biography & Autobiography,en,smallThumbnail: http://books.google.com/books/content?id=PzxaAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=PzxaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1980,London : Eyre Methuen
M_5FAQAAMAAJ,python,Description of the Test Specimen of the Rostro-carinate Industry Found Beneath the Norwich Crag,N/A,"Elphinstone Dayrell, Sir Edwin Ray Lankester",N/A,OTHER: UIUC:30112056090209,False,False,164,Folklore,en,smallThumbnail: http://books.google.com/books/content?id=M_5FAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=M_5FAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1913,N/A
uu4UAQAAMAAJ,python,Astronomical Data Analysis Software and Systems VIII,"Proceedings of a Meeting Held at Urbana, Illinois, USA, 1-4 November, 1998","David M. Mehringer, Raymond L. Plante, Douglas A. Roberts",N/A,ISBN_10: 0874805724; ISBN_13: 9780874805727,False,False,568,Astronomy,en,smallThumbnail: http://books.google.com/books/content?id=uu4UAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=uu4UAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1999,N/A
HHModGZ2jwEC,python,Educamus,N/A,N/A,N/A,OTHER: UFL:31262053391974,False,False,452,Bantu-speaking peoples,en,smallThumbnail: http://books.google.com/books/content?id=HHModGZ2jwEC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=HHModGZ2jwEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1992,N/A
fEwkuXIT2dsC,python,Ikom Folk Stories from Southern Nigeria,N/A,Elphinstone Dayrell,N/A,OTHER: STANFORD:36105041721148,False,False,134,Social Science,en,smallThumbnail: http://books.google.com/books/content?id=fEwkuXIT2dsC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=fEwkuXIT2dsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1913,N/A
fHMLAAAAIAAJ,python,Occasional Publication - Royal Anthropological Institute of Great Britain and Ireland,N/A,Royal Anthropological Institute of Great Britain and Ireland,N/A,OTHER: UOM:39015008583356,False,False,136,Anthropology,en,smallThumbnail: http://books.google.com/books/content?id=fHMLAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=fHMLAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1913,N/A
YgQ713q__BgC,python,Occasional Paper,N/A,N/A,N/A,OTHER: UCBK:C006939948,False,False,232,Anthropology,en,smallThumbnail: http://books.google.com/books/content?id=YgQ713q__BgC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=YgQ713q__BgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1913,N/A
-yEaOSChpkEC,python,Index-catalogue of Medical and Veterinary Zoology. Supplement 1-,N/A,United States. Bureau of Animal Industry. Zoological Division,N/A,OTHER: PURD:32754070570373,False,False,1068,Parasites,en,smallThumbnail: http://books.google.com/books/content?id=-yEaOSChpkEC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=-yEaOSChpkEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1953,N/A
nfQ7AAAAMAAJ,python,Scientific American,N/A,N/A,Monthly magazine devoted to topics of general scientific interest.,OTHER: UOM:39015024546551,False,False,790,Science,en,smallThumbnail: http://books.google.com/books/content?id=nfQ7AAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=nfQ7AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1932,N/A
_qEmAQAAIAAJ,python,The Tank,N/A,N/A,N/A,OTHER: UCAL:B2867362,False,False,1032,N/A,en,smallThumbnail: http://books.google.com/books/content?id=_qEmAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=_qEmAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1950,N/A
eU5UAAAAIAAJ,python,Proceedings of the Koninklijke Nederlandse Akademie Van Wetenschappen,N/A,"Koninklijke Nederlandse Akademie van Wetenschappen. Afdeling Natuurkunde, Koninklijke Akademie van Wetenschappen (Netherlands). Afdeeling Natuurkunde",N/A,OTHER: UCAL:$B222459,False,False,860,Science,en,smallThumbnail: http://books.google.com/books/content?id=eU5UAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=eU5UAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1947,N/A
DH0_AAAAYAAJ,python,Australian Reptiles & Frogs,N/A,"Raymond Terrence Hoser, Cathryn Game",Toads - Crocodiles - Tree frogs - Turtles - Tortoises - Lizards - Geckoes - Skinks - Goannas - Snakes - Pythonsns_,OTHER: CORNELL:31924051766362,False,False,274,Science,en,smallThumbnail: http://books.google.com/books/content?id=DH0_AAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=DH0_AAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1989,N/A
Y7TOAAAAMAAJ,python,Proceedings of the Section of Sciences,N/A,Koninklijke Nederlandse Akademie van Wetenschappen. Afdeling Natuurkunde,N/A,OTHER: UOM:39015033448955,False,False,876,Science,en,smallThumbnail: http://books.google.com/books/content?id=Y7TOAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=Y7TOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1947,N/A
cwTWAAAAIAAJ,python,The Hong Kong Naturalist,N/A,N/A,N/A,OTHER: UCAL:B4150892,False,False,676,Natural history,en,smallThumbnail: http://books.google.com/books/content?id=cwTWAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=cwTWAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1937,N/A
E1K8kDi58mgC,python,Language Dissertations,N/A,N/A,N/A,OTHER: UCD:31175001128670,False,False,620,Language and languages,en,smallThumbnail: http://books.google.com/books/content?id=E1K8kDi58mgC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=E1K8kDi58mgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,N/A,N/A
RJgoEAAAQBAJ,python,Machine Learning Refined,N/A,N/A,N/A,ISBN_13: 9781108575546; ISBN_10: 1108575544,False,True,598,N/A,en,smallThumbnail: http://books.google.com/books/content?id=RJgoEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api; thumbnail: http://books.google.com/books/content?id=RJgoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,N/A,N/A
XdZQAAAAMAAJ,python,Hacking RSS and Atom,N/A,Leslie Michael Orchard,"Now you can satisfy your appetite for information This book is not about the minutia of RSS and Atom programming. It's about doing cool stuff with syndication feeds-making the technology give you exactly what you want the way you want. It's about building a feed aggregator and routing feeds to your e-mail or iPod, producing and hosting feeds, filtering, sifting, and blending them, and much more. Tan-talizing loose ends beg you to create more hacks the author hasn't thought up yet. Because if you can't have fun with the technology, what's the point? A sampler platter of things you'll learn to do Build a simple feed aggregator Add feeds to your buddy list Tune into rich media feeds with BitTorrent Monitor system logs and events with feeds Scrape feeds from old-fashioned Web sites Reroute mailing lists into your aggregator Distill popular links from blogs Republish feed headlines on your Web site Extend feeds using calendar events and microformats",OTHER: UOM:39015062817229,False,False,628,Computers,en,smallThumbnail: http://books.google.com/books/content?id=XdZQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=XdZQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2005,John Wiley & Sons
wzQKcUgZ52UC,python,HTML and CGI Unleashed,N/A,"John December, Mark Ginsburg",Deals with the process of web design; hypertext form; HTML implementation etc. CD-ROM contains CGI (Common Gateway Interface) scripts.,ISBN_10: 0672307456; ISBN_13: 9780672307454,False,False,868,Computers,en,smallThumbnail: http://books.google.com/books/content?id=wzQKcUgZ52UC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=wzQKcUgZ52UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1995,Sams
KoJFAQAAIAAJ,python,Snakes,N/A,Stephen Swanson,"Wild Australia Guides are must-have, ready references for around the home, in the car or to be tucked into a backpack. The series features stunning photographs and compact text for quick and easy identification. Each species profile provides essential information about its identifying features, habitat, diet, distribution and breeding.",OTHER: STANFORD:36105131931227,False,False,100,Nature,en,smallThumbnail: http://books.google.com/books/content?id=KoJFAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=KoJFAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,2008,Steve Parish
1tCWxHbDcMwC,python,Linux: The Complete Reference,Book 2: Advanced Linux,John Purcell,"Learn to optimize Linux OS like a pro and get expert tips on DNS servers, Sendmail/qmail, SCSI Programming, I/O Port Programming, Java Programming, Parallel Processing, MySQL Database, Virtual Private Networks, and much more.",ISBN_10: 1571762493; ISBN_13: 9781571762498,False,False,2018,Computers,en,smallThumbnail: http://books.google.com/books/content?id=1tCWxHbDcMwC&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=1tCWxHbDcMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1,5.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1999,Walnut Creek CDROM
8-JkAAAAMAAJ,python,"Rating the Movie Stars for Home Video, TV, Cable",N/A,Joel Hirschhorn,N/A,OTHER: UOM:39015059189764,False,False,388,Motion picture actors and actresses,en,smallThumbnail: http://books.google.com/books/content?id=8-JkAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=8-JkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1983,Crescent
ozwTAAAAIAAJ,python,The Journal of American Folklore,N/A,N/A,N/A,OTHER: STANFORD:36105010206451,False,False,1016,Folklore,en,smallThumbnail: http://books.google.com/books/content?id=ozwTAAAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api; thumbnail: http://books.google.com/books/content?id=ozwTAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,0,0.0,IN,NOT_FOR_SALE,False,0.0,N/A,0.0,N/A,N/A,1949,N/A
